date,score,phase,n_indicators
2024-05-24,23.25,2,15
2024-05-28,23.25,2,15
2024-05-29,23.25,2,15
2024-05-30,23.25,2,15
2024-05-31,23.25,2,15
2024-06-03,19.75,1,15
2024-06-04,25.0,2,15
2024-06-05,25.0,2,15
2024-06-06,25.0,2,15
2024-06-07,19.75,1,15
2024-06-10,19.75,1,15
2024-06-11,19.75,1,15
2024-06-12,19.75,1,15
2024-06-13,19.75,1,15
2024-06-14,25.0,2,15
2024-06-17,19.75,1,15
2024-06-18,19.75,1,15
2024-06-20,19.75,1,15
2024-06-21,19.75,1,15
2024-06-24,26.75,2,15
2024-06-25,26.75,2,15
2024-06-26,26.75,2,15
2024-06-27,26.75,2,15
2024-06-28,26.75,2,15
2024-07-01,28.5,2,15
2024-07-02,35.5,2,15
2024-07-03,35.5,2,15
2024-07-05,30.25,2,15
2024-07-08,30.25,2,15
2024-07-09,30.25,2,15
2024-07-10,30.25,2,15
2024-07-11,30.25,2,15
2024-07-12,30.25,2,15
2024-07-15,23.25,2,15
2024-07-16,23.25,2,15
2024-07-17,23.25,2,15
2024-07-18,23.25,2,15
2024-07-19,23.25,2,15
2024-07-22,23.25,2,15
2024-07-23,23.25,2,15
2024-07-24,23.25,2,15
2024-07-25,23.25,2,15
2024-07-26,23.25,2,15
2024-07-29,23.25,2,15
2024-07-30,28.5,2,15
2024-07-31,23.25,2,15
2024-08-01,28.5,2,15
2024-08-02,35.5,2,15
2024-08-05,50.5,2,15
2024-08-06,42.5,2,15
2024-08-07,42.5,2,15
2024-08-08,35.5,2,15
2024-08-09,35.5,2,15
2024-08-12,35.5,2,15
2024-08-13,35.5,2,15
2024-08-14,35.5,2,15
2024-08-15,35.5,2,15
2024-08-16,35.5,2,15
2024-08-19,35.5,2,15
2024-08-20,35.5,2,15
2024-08-21,35.5,2,15
2024-08-22,35.5,2,15
2024-08-23,28.5,2,15
2024-08-26,28.5,2,15
2024-08-27,35.5,2,15
2024-08-28,35.5,2,15
2024-08-29,35.5,2,15
2024-08-30,35.5,2,15
2024-09-03,35.5,2,15
2024-09-04,35.5,2,15
2024-09-05,35.5,2,15
2024-09-06,35.5,2,15
2024-09-09,35.5,2,15
2024-09-10,35.5,2,15
2024-09-11,35.5,2,15
2024-09-12,30.25,2,15
2024-09-13,35.5,2,15
2024-09-16,35.5,2,15
2024-09-17,35.5,2,15
2024-09-18,23.25,2,15
2024-09-19,23.25,2,15
2024-09-20,23.25,2,15
2024-09-23,23.25,2,15
2024-09-24,23.25,2,15
2024-09-25,23.25,2,15
2024-09-26,23.25,2,15
2024-09-27,23.25,2,15
2024-09-30,23.25,2,15
2024-10-01,35.5,2,15
2024-10-02,35.5,2,15
2024-10-03,35.5,2,15
2024-10-04,28.5,2,15
2024-10-07,28.5,2,15
2024-10-08,28.5,2,15
2024-10-09,35.5,2,15
2024-10-10,35.5,2,15
2024-10-11,28.5,2,15
2024-10-14,28.5,2,15
2024-10-15,28.5,2,15
2024-10-16,28.5,2,15
2024-10-17,28.5,2,15
2024-10-18,28.5,2,15
2024-10-21,28.5,2,15
2024-10-22,28.5,2,15
2024-10-23,28.5,2,15
2024-10-24,28.5,2,15
2024-10-25,28.5,2,15
2024-10-28,34.5,2,15
2024-10-29,34.5,2,15
2024-10-30,34.5,2,15
2024-10-31,34.5,2,15
2024-11-01,34.5,2,15
2024-11-04,34.5,2,15
2024-11-05,34.5,2,15
2024-11-06,28.5,2,15
2024-11-07,28.5,2,15
2024-11-08,23.25,2,15
2024-11-11,23.25,2,15
2024-11-12,28.5,2,15
2024-11-13,28.5,2,15
2024-11-14,23.25,2,15
2024-11-15,28.5,2,15
2024-11-18,28.5,2,15
2024-11-19,28.5,2,15
2024-11-20,28.5,2,15
2024-11-21,28.5,2,15
2024-11-22,23.25,2,15
2024-11-25,23.25,2,15
2024-11-26,23.25,2,15
2024-11-27,23.25,2,15
2024-11-29,23.25,2,15
2024-12-02,23.25,2,15
2024-12-03,23.25,2,15
2024-12-04,23.25,2,15
2024-12-05,23.25,2,15
2024-12-06,23.25,2,15
2024-12-09,23.25,2,15
2024-12-10,23.25,2,15
2024-12-11,23.25,2,15
2024-12-12,23.25,2,15
2024-12-13,23.25,2,15
2024-12-16,23.25,2,15
2024-12-17,23.25,2,15
2024-12-18,37.25,2,15
2024-12-19,30.25,2,15
2024-12-20,23.25,2,15
2024-12-23,30.25,2,15
2024-12-24,30.25,2,15
2024-12-26,30.25,2,15
2024-12-27,30.25,2,15
2024-12-30,30.25,2,15
2024-12-31,30.25,2,15
2025-01-02,26.75,2,15
2025-01-03,26.75,2,15
2025-01-06,26.75,2,15
2025-01-07,32.0,2,15
2025-01-08,32.0,2,15
2025-01-10,26.75,2,15
2025-01-13,32.0,2,15
2025-01-14,32.0,2,15
2025-01-15,26.75,2,15
2025-01-16,26.75,2,15
2025-01-17,26.75,2,15
2025-01-21,26.75,2,15
2025-01-22,26.75,2,15
2025-01-23,26.75,2,15
2025-01-24,19.75,1,15
2025-01-27,19.75,1,15
2025-01-28,19.75,1,15
2025-01-29,26.75,2,15
2025-01-30,19.75,1,15
2025-01-31,26.75,2,15
2025-02-03,26.75,2,15
2025-02-04,19.75,1,15
2025-02-05,19.75,1,15
2025-02-06,19.75,1,15
2025-02-07,26.75,2,15
2025-02-10,26.75,2,15
2025-02-11,19.75,1,15
2025-02-12,19.75,1,15
2025-02-13,19.75,1,15
2025-02-14,19.75,1,15
2025-02-18,19.75,1,15
2025-02-19,19.75,1,15
2025-02-20,19.75,1,15
2025-02-21,19.75,1,15
2025-02-24,19.75,1,15
2025-02-25,26.75,2,15
2025-02-26,26.75,2,15
2025-02-27,26.75,2,15
2025-02-28,32.0,2,15
2025-03-03,32.0,2,15
2025-03-04,32.0,2,15
2025-03-05,25.0,2,15
2025-03-06,32.0,2,15
2025-03-07,32.0,2,15
2025-03-10,39.0,2,15
2025-03-11,39.0,2,15
2025-03-12,32.0,2,15
2025-03-13,32.0,2,15
2025-03-14,32.0,2,15
2025-03-17,26.75,2,15
2025-03-18,26.75,2,15
2025-03-19,26.75,2,15
2025-03-20,26.75,2,15
2025-03-21,26.75,2,15
2025-03-24,26.75,2,15
2025-03-25,26.75,2,15
2025-03-26,26.75,2,15
2025-03-27,26.75,2,15
2025-03-28,26.75,2,15
2025-03-31,32.0,2,15
2025-04-01,32.0,2,15
2025-04-02,32.0,2,15
2025-04-03,39.0,2,15
2025-04-04,47.0,2,15
2025-04-07,53.0,2,15
2025-04-08,69.0,3,15
2025-04-09,35.0,2,15
2025-04-10,43.0,2,15
2025-04-11,49.0,2,15
2025-04-14,41.0,2,15
2025-04-15,35.0,2,15
2025-04-16,35.0,2,15
2025-04-17,35.0,2,15
2025-04-21,35.0,2,15
2025-04-22,28.0,2,15
2025-04-23,28.0,2,15
2025-04-24,28.0,2,15
2025-04-25,21.0,1,15
2025-04-28,28.0,2,15
2025-04-29,21.0,1,15
2025-04-30,21.0,1,15
2025-05-01,21.0,1,15
2025-05-02,21.0,1,15
2025-05-05,21.0,1,15
2025-05-06,21.0,1,15
2025-05-07,15.75,1,15
2025-05-08,15.75,1,15
2025-05-09,21.0,1,15
2025-05-12,21.0,1,15
2025-05-13,21.0,1,15
2025-05-14,21.0,1,15
2025-05-15,15.75,1,15
2025-05-16,15.75,1,15
2025-05-19,21.0,1,15
2025-05-20,21.0,1,15
2025-05-21,21.0,1,15
2025-05-22,15.75,1,15
2025-05-23,21.0,1,15
2025-05-27,15.75,1,15
2025-05-28,15.75,1,15
2025-05-29,15.75,1,15
2025-05-30,15.75,1,15
2025-06-02,15.75,1,15
2025-06-03,21.0,1,15
2025-06-04,15.75,1,15
2025-06-05,15.75,1,15
2025-06-06,15.75,1,15
2025-06-09,15.75,1,15
2025-06-10,15.75,1,15
2025-06-11,15.75,1,15
2025-06-12,15.75,1,15
2025-06-13,15.75,1,15
2025-06-16,15.75,1,15
2025-06-17,15.75,1,15
2025-06-18,15.75,1,15
2025-06-20,15.75,1,15
2025-06-23,15.75,1,15
2025-06-24,15.75,1,15
2025-06-25,15.75,1,15
2025-06-26,15.75,1,15
2025-06-27,15.75,1,15
2025-06-30,15.75,1,15
2025-07-01,15.75,1,15
2025-07-02,15.75,1,15
2025-07-03,15.75,1,15
2025-07-07,15.75,1,15
2025-07-08,15.75,1,15
2025-07-09,15.75,1,15
2025-07-10,15.75,1,15
2025-07-11,15.75,1,15
2025-07-14,15.75,1,15
2025-07-15,15.75,1,15
2025-07-16,15.75,1,15
2025-07-17,15.75,1,15
2025-07-18,15.75,1,15
2025-07-21,15.75,1,15
2025-07-22,15.75,1,15
2025-07-23,15.75,1,15
2025-07-24,15.75,1,15
2025-07-25,15.75,1,15
2025-07-28,15.75,1,15
2025-07-29,15.75,1,15
2025-07-30,15.75,1,15
2025-07-31,15.75,1,15
2025-08-01,15.75,1,15
2025-08-04,15.75,1,15
2025-08-05,15.75,1,15
2025-08-06,15.75,1,15
2025-08-07,15.75,1,15
2025-08-08,15.75,1,15
2025-08-11,15.75,1,15
2025-08-12,15.75,1,15
2025-08-13,15.75,1,15
2025-08-14,15.75,1,15
2025-08-15,15.75,1,15
2025-08-18,15.75,1,15
2025-08-19,15.75,1,15
2025-08-20,15.75,1,15
2025-08-21,15.75,1,15
2025-08-22,15.75,1,15
2025-08-25,15.75,1,15
2025-08-26,15.75,1,15
2025-08-27,15.75,1,15
2025-08-28,15.75,1,15
2025-08-29,15.75,1,15
2025-09-02,22.75,2,15
2025-09-03,22.75,2,15
2025-09-04,22.75,2,15
2025-09-05,22.75,2,15
2025-09-08,22.75,2,15
2025-09-09,22.75,2,15
2025-09-10,22.75,2,15
2025-09-11,22.75,2,15
2025-09-12,22.75,2,15
2025-09-15,22.75,2,15
2025-09-16,22.75,2,15
2025-09-17,22.75,2,15
2025-09-18,22.75,2,15
2025-09-19,22.75,2,15
2025-09-22,22.75,2,15
2025-09-23,22.75,2,15
2025-09-24,22.75,2,15
2025-09-25,22.75,2,15
2025-09-26,22.75,2,15
2025-09-29,22.75,2,15
2025-09-30,22.75,2,15
2025-10-01,28.0,2,15
2025-10-02,28.0,2,15
2025-10-03,28.0,2,15
2025-10-06,28.0,2,15
2025-10-07,28.0,2,15
2025-10-08,36.0,2,15
2025-10-09,28.0,2,15
2025-10-10,28.0,2,15
2025-10-13,36.0,2,15
2025-10-14,36.0,2,15
2025-10-15,36.0,2,15
2025-10-16,43.0,2,15
2025-10-17,36.0,2,15
2025-10-20,36.0,2,15
2025-10-21,30.75,2,15
2025-10-22,36.0,2,15
2025-10-23,36.0,2,15
2025-10-24,36.0,2,15
2025-10-27,36.0,2,15
2025-10-28,28.0,2,15
2025-10-29,28.0,2,15
2025-10-30,36.0,2,15
2025-10-31,28.0,2,15
2025-11-03,36.0,2,15
2025-11-04,35.0,2,15
2025-11-05,35.0,2,15
2025-11-06,35.0,2,15
2025-11-07,35.0,2,15
2025-11-10,43.0,2,15
2025-11-11,43.0,2,15
2025-11-12,43.0,2,15
2025-11-13,43.0,2,15
2025-11-14,43.0,2,15
2025-11-17,43.0,2,15
2025-11-18,43.0,2,15
2025-11-19,43.0,2,15
2025-11-20,58.0,2,15
2025-11-21,51.0,2,15
2025-11-24,43.0,2,15
2025-11-25,43.0,2,15
2025-11-26,43.0,2,15
2025-11-28,43.0,2,15
2025-12-01,51.0,2,15
2025-12-02,43.0,2,15
2025-12-03,43.0,2,15
2025-12-04,43.0,2,15
2025-12-05,43.0,2,15
2025-12-08,43.0,2,15
2025-12-09,43.0,2,15
2025-12-10,43.0,2,15
2025-12-11,43.0,2,15
2025-12-12,43.0,2,15
2025-12-15,51.0,2,15
2025-12-16,43.0,2,15
2025-12-17,47.5,2,15
2025-12-18,47.5,2,15
2025-12-19,39.5,2,15
2025-12-22,39.5,2,15
2025-12-23,39.5,2,15
2025-12-24,39.5,2,15
2025-12-26,47.5,2,15
2025-12-29,47.5,2,15
2025-12-30,39.5,2,15
2025-12-31,39.5,2,15
2026-01-02,39.5,2,15
2026-01-05,39.5,2,15
2026-01-06,39.5,2,15
2026-01-07,39.5,2,15
2026-01-08,39.5,2,15
2026-01-09,39.5,2,15
2026-01-12,39.5,2,15
2026-01-13,39.5,2,15
2026-01-14,34.25,2,15
2026-01-15,34.25,2,15
2026-01-16,34.25,2,15
2026-01-20,34.25,2,15
2026-01-21,44.75,2,15
2026-01-22,44.75,2,15
2026-01-23,44.75,2,15
2026-01-26,60.75,3,15
2026-01-27,60.75,3,15
2026-01-28,60.75,3,15
2026-01-29,68.75,3,15
2026-01-30,47.5,2,15
2026-02-02,47.5,2,15
2026-02-03,47.5,2,15
2026-02-04,52.75,2,15
2026-02-05,52.75,2,15
2026-02-06,52.75,2,15
2026-02-09,68.75,3,15
2026-02-10,68.75,3,15
2026-02-11,68.75,3,15
2026-02-12,52.75,2,15
2026-02-13,68.75,3,15
2026-02-17,52.75,2,15
2026-02-18,52.75,2,15
2026-02-19,52.75,2,15
2026-02-20,68.75,3,15
2026-02-23,68.75,3,15
2026-02-24,68.75,3,15
2026-02-25,68.75,3,15
2026-02-26,68.75,3,15
2026-02-27,68.75,3,15
2026-03-02,68.75,3,15
2026-03-03,68.75,3,15
2026-03-04,63.5,3,15
2026-03-05,63.5,3,15
2026-03-06,70.5,3,15
2026-03-09,70.5,3,15
2026-03-10,63.5,3,15
2026-03-11,63.5,3,15
2026-03-12,70.5,3,15
2026-03-13,70.5,3,15
2026-03-16,47.5,2,15
2026-03-17,63.5,3,15
2026-03-18,54.5,2,15
2026-03-19,47.5,2,15
2026-03-20,59.75,2,15
2026-03-23,49.25,2,15
2026-03-24,54.5,2,15
2026-03-25,54.5,2,15
2026-03-26,59.75,2,15
2026-03-27,59.75,2,15
2026-03-30,59.75,2,15
2026-03-31,54.5,2,15
2026-04-01,47.5,2,15
2026-04-02,47.5,2,15
2026-04-06,47.5,2,15
2026-04-07,54.5,2,15
2026-04-08,42.25,2,15
2026-04-09,47.5,2,15
2026-04-10,42.25,2,15
2026-04-13,42.25,2,15
2026-04-14,42.25,2,15
2026-04-15,42.25,2,15
2026-04-16,42.25,2,15
2026-04-17,42.25,2,15
2026-04-20,42.25,2,15
2026-04-21,42.25,2,15
2026-04-22,47.5,2,15
2026-04-23,47.5,2,15
2026-04-24,47.5,2,15
2026-04-27,47.5,2,15
2026-04-28,47.5,2,15
2026-04-29,47.5,2,15
2026-04-30,47.5,2,15
2026-05-01,39.5,2,15
2026-05-04,39.5,2,15
2026-05-05,39.5,2,15
2026-05-06,34.25,2,15
2026-05-07,34.25,2,15
2026-05-08,34.25,2,15
2026-05-11,34.25,2,15
2026-05-12,34.25,2,15
2026-05-13,34.25,2,15
2026-05-14,34.25,2,15
2026-05-15,34.25,2,15
2026-05-18,34.25,2,15
2026-05-19,34.25,2,15
2026-05-20,34.25,2,15
2026-05-21,34.25,2,15
2026-05-22,34.25,2,15
2026-05-25,34.25,2,15
2026-05-26,34.25,2,15
2026-05-27,34.25,2,15
2026-05-28,34.25,2,15
2026-05-29,34.25,2,15
